Id,Year,Age,School,Height,Weight,Sprint_40yd,Vertical_Jump,Bench_Press_Reps,Broad_Jump,Agility_3cone,Shuttle,Player_Type,Position_Type,Position,Drafted
2314,2013,23.0,Virginia Tech,1.9558,146.5103355,5.2,74.93,19.0,276.86,7.77,4.57,offense,offensive_lineman,OT,0.0
2315,2018,20.0,LSU,1.778,101.6046909,4.49,80.01,15.0,,,,offense,backs_receivers,RB,1.0
2316,2012,,North Carolina,1.8796,141.0672271,5.28,72.39,29.0,251.46,7.31,4.62,defense,defensive_lineman,DT,0.0
2317,2010,21.0,Oklahoma,1.9558,142.8815966,4.81,87.63,23.0,287.02,7.64,4.63,offense,offensive_lineman,OT,1.0
2318,2015,22.0,Oklahoma,1.9558,148.324705,5.34,66.04,27.0,246.38,,5.15,offense,offensive_lineman,OT,1.0
2319,2013,22.0,LSU,1.8796,91.62565874,4.51,86.36,9.0,325.12,,,defense,defensive_back,CB,1.0
2320,2012,21.0,Temple,1.8542,105.6870222,4.62,93.98,21.0,314.96,7.14,4.37,defense,line_backer,OLB,1.0
2321,2010,21.0,Oklahoma,1.9558,118.3876086,4.66,88.9,20.0,287.02,7.07,4.53,offense,backs_receivers,TE,1.0
2322,2017,22.0,Utah,1.9558,141.0672271,5.27,66.04,15.0,271.78,7.84,4.6,offense,offensive_lineman,OT,1.0
2323,2014,22.0,Oklahoma,1.8034,80.28584949,4.51,,,,,,defense,defensive_back,CB,1.0
2324,2014,23.0,Stanford,1.9812,122.9235323,5.21,81.28,21.0,294.64,7.43,4.51,defense,defensive_lineman,DE,0.0
2325,2012,22.0,Tennessee,1.778,92.98643585,4.48,86.36,24.0,299.72,7.36,4.19,offense,backs_receivers,RB,0.0
2326,2009,,Texas-El Paso,1.7526,89.35769689,4.96,,,,,,special_teams,kicking_specialist,K,0.0
2327,2018,21.0,Boston Col.,1.8034,90.718474,,,,,,,defense,defensive_back,CB,1.0
2328,2017,22.0,Clemson,1.8288,107.9549841,,74.93,20.0,281.94,7.02,4.43,defense,line_backer,ILB,0.0
2329,2015,21.0,Hobart & William Smith,1.9304,139.2528576,4.98,77.47,30.0,274.32,7.33,4.47,offense,offensive_lineman,OG,1.0
2330,2011,23.0,Cincinnati,1.905,127.0058636,4.89,77.47,,279.4,7.22,4.14,offense,offensive_lineman,C,1.0
2331,2016,21.0,Clemson,1.905,122.0163475,4.7,83.82,,304.8,7.16,4.21,defense,defensive_lineman,DE,1.0
2332,2016,22.0,Michigan St.,1.8288,93.44002822,4.56,77.47,20.0,292.1,7.22,4.31,offense,backs_receivers,WR,1.0
2333,2014,22.0,Alabama,1.8034,82.55381134,4.48,,11.0,,,,defense,defensive_back,CB,0.0
2334,2010,22.0,William & Mary,1.905,112.4909078,4.76,90.17,20.0,279.4,7.08,4.34,defense,line_backer,OLB,1.0
2335,2017,21.0,Oklahoma,1.8034,105.6870222,4.65,83.82,30.0,294.64,7.26,4.37,offense,backs_receivers,RB,1.0
2336,2015,23.0,Baylor,1.905,104.3262451,4.87,86.36,,307.34,6.91,4.13,offense,backs_receivers,QB,1.0
2337,2015,22.0,Kentucky,1.9304,122.0163475,4.56,106.68,,350.52,,,defense,defensive_lineman,DE,1.0
2338,2018,21.0,North Carolina St.,1.8034,102.0582833,4.54,87.63,18.0,307.34,6.93,4.28,offense,backs_receivers,TE,1.0
2339,2016,23.0,Stanford,1.9304,106.1406146,4.62,91.44,12.0,312.42,6.49,4.2,offense,backs_receivers,WR,0.0
2340,2010,22.0,Texas-El Paso,1.8034,89.81128926,4.59,80.01,11.0,299.72,6.87,4.24,defense,defensive_back,CB,0.0
2341,2013,23.0,BYU,1.9558,122.9235323,4.56,87.63,21.0,299.72,7.11,4.26,defense,defensive_lineman,DE,1.0
2342,2014,,BYU,1.8542,104.7798375,4.82,,,,,,defense,line_backer,ILB,0.0
2343,2010,,Alabama,1.8542,101.1510985,4.64,86.36,13.0,299.72,6.88,4.17,defense,defensive_back,SS,0.0
2344,2018,22.0,Vanderbilt,1.905,105.6870222,4.59,100.33,18.0,332.74,6.82,4.15,defense,line_backer,OLB,1.0
2345,2018,23.0,Memphis,1.8034,91.17206637,,,22.0,,,,offense,backs_receivers,WR,1.0
2346,2014,23.0,Massachusetts,1.9304,116.1196467,4.82,,,,,,offense,backs_receivers,TE,1.0
2347,2011,22.0,Iowa,1.8796,87.54332741,4.9,,,,,,special_teams,kicking_specialist,P,0.0
2348,2014,23.0,Minnesota,1.9812,140.6136347,4.92,90.17,32.0,289.56,7.87,4.5,defense,defensive_lineman,DT,1.0
2349,2019,22.0,Georgia,1.8542,90.26488163,4.58,77.47,13.0,314.96,7.22,4.28,offense,backs_receivers,WR,1.0
2350,2010,21.0,Notre Dame,1.9304,138.7992652,5.25,74.93,35.0,236.22,7.5,4.82,offense,offensive_lineman,C,1.0
2351,2010,21.0,South Carolina,1.8542,111.1301307,4.71,92.71,,292.1,7.08,4.23,defense,line_backer,OLB,1.0
2352,2015,,Florida St.,1.9558,140.1600423,5.52,44.45,,213.36,8.19,5.12,offense,offensive_lineman,OG,0.0
2353,2019,21.0,LSU,1.8796,83.91458845,4.37,,,,,,defense,defensive_back,CB,1.0
2354,2014,23.0,Louisville,1.8034,83.46099608,4.5,101.6,12.0,304.8,6.53,3.9,offense,backs_receivers,WR,0.0
2355,2016,23.0,Clemson,1.9558,125.6450865,4.86,,,,,,defense,defensive_lineman,DE,1.0
2356,2013,23.0,Nebraska,1.8288,84.36818082,4.89,,,,,,special_teams,kicking_specialist,K,0.0
2357,2009,24.0,Mississippi,1.8796,135.6241186,4.98,,,,,,defense,defensive_lineman,DT,1.0
2358,2011,21.0,Appalachian St.,1.8034,95.2543977,4.49,78.74,21.0,294.64,6.9,4.09,defense,defensive_back,FS,1.0
2359,2010,21.0,California,1.8796,90.718474,4.65,,,,,,offense,backs_receivers,WR,0.0
2360,2015,22.0,Florida St.,1.9304,149.6854821,5.52,63.5,,243.84,,,offense,offensive_lineman,OG,1.0
2361,2009,21.0,Purdue,1.905,135.1705263,4.82,74.93,30.0,261.62,7.52,4.55,defense,defensive_lineman,DT,1.0
2362,2016,22.0,Oregon,1.7526,89.35769689,4.66,87.63,13.0,294.64,6.95,4.14,offense,backs_receivers,WR,0.0
2363,2012,20.0,Toledo,1.7526,84.36818082,4.5,76.2,15.0,284.48,6.95,3.98,offense,backs_receivers,WR,0.0
2364,2019,,Georgia,1.778,98.42954429,4.78,74.93,26.0,299.72,,,offense,backs_receivers,RB,0.0
2365,2010,22.0,East Carolina,1.8542,101.6046909,,,,,,,special_teams,kicking_specialist,P,1.0
2366,2016,21.0,Auburn,1.8796,97.52235955,4.43,96.52,18.0,335.28,,,offense,backs_receivers,WR,1.0
2367,2018,23.0,Toledo,1.8542,96.61517481,4.79,80.01,,261.62,6.94,4.15,offense,backs_receivers,QB,1.0
2368,2015,23.0,Penn St.,1.8288,107.5013917,4.68,,31.0,,6.99,4.15,defense,line_backer,OLB,0.0
2369,2019,22.0,Michigan St.,1.905,95.70799007,,,21.0,,,,offense,backs_receivers,WR,0.0
2370,2011,22.0,Nebraska,1.9304,144.2423737,5.28,62.23,23.0,236.22,8.42,5.03,offense,offensive_lineman,OG,1.0
2371,2009,,Boston Col.,1.8796,98.88313666,4.73,80.01,15.0,297.18,6.78,4.15,defense,line_backer,OLB,0.0
2372,2013,21.0,UNLV,1.8034,105.6870222,4.84,90.17,25.0,297.18,6.91,4.3,defense,line_backer,OLB,0.0
2373,2015,22.0,East. Washington,1.8034,88.45051215,4.63,83.82,19.0,284.48,7.01,4.26,defense,defensive_back,FS,0.0
2374,2015,23.0,Miami (FL),1.9304,146.5103355,5.33,67.31,,246.38,,4.74,offense,offensive_lineman,OG,1.0
2375,2011,22.0,Ohio St.,1.8034,82.55381134,4.56,85.09,,299.72,6.46,3.97,offense,backs_receivers,WR,0.0
2376,2019,22.0,Iowa St.,1.9558,102.965468,4.48,91.44,18.0,325.12,,,offense,backs_receivers,WR,1.0
2377,2014,22.0,Miami (FL),2.0066,150.1390745,5.04,60.96,,241.3,8.15,4.77,offense,offensive_lineman,OT,1.0
2378,2012,23.0,Utah,1.905,120.6555704,4.87,90.17,26.0,294.64,7.09,4.5,defense,defensive_lineman,DE,0.0
2379,2018,,Auburn,1.8034,85.72895793,4.53,86.36,,307.34,,,defense,defensive_back,S,0.0
2380,2009,23.0,Tennessee,1.905,123.3771246,4.77,74.93,18.0,259.08,7.56,4.51,defense,defensive_lineman,DE,1.0
2381,2013,,Hawaii,1.7526,85.72895793,4.56,91.44,14.0,314.96,6.94,4.18,defense,defensive_back,CB,0.0
2382,2017,21.0,Texas Tech,1.8796,102.0582833,4.8,76.2,,289.56,6.88,4.08,offense,backs_receivers,QB,1.0
2383,2009,22.0,Alabama,1.905,140.1600423,5.24,71.12,23.0,281.94,7.96,5.04,offense,offensive_lineman,C,1.0
2384,2018,21.0,Florida St.,2.0066,141.0672271,,,19.0,,,,offense,offensive_lineman,OT,1.0
2385,2016,22.0,Auburn,1.778,103.4190604,4.64,82.55,20.0,281.94,7.0,4.21,offense,backs_receivers,RB,0.0
2386,2010,22.0,Oregon,1.8034,85.72895793,4.53,,,,,,defense,defensive_back,CB,1.0
2387,2019,23.0,Virginia,1.8288,92.98643585,4.42,111.76,21.0,358.14,,,defense,defensive_back,S,1.0
2388,2010,21.0,Virginia Tech,1.905,104.7798375,4.62,81.28,22.0,294.64,7.36,4.41,defense,defensive_back,FS,1.0
2389,2010,22.0,Vanderbilt,1.8796,92.07925111,4.42,93.98,10.0,320.04,,,defense,defensive_back,FS,1.0
2390,2010,22.0,LSU,1.9304,140.1600423,5.15,93.98,,276.86,7.45,4.67,defense,defensive_lineman,DT,1.0
2391,2011,23.0,North Carolina,1.8542,109.3157612,4.57,,25.0,,,,defense,line_backer,OLB,1.0
2392,2012,,California,1.905,129.2738255,5.01,78.74,,266.7,7.45,4.53,defense,defensive_lineman,DE,1.0
2393,2011,,North Carolina,1.8796,92.98643585,4.53,,,,,,defense,defensive_back,FS,0.0
2394,2016,22.0,Arizona,1.905,94.80080533,4.65,85.09,9.0,,6.99,4.14,offense,backs_receivers,WR,0.0
2395,2014,22.0,Florida Atlantic,1.8034,85.72895793,4.43,,22.0,,,,defense,defensive_back,CB,1.0
2396,2009,22.0,North Carolina,1.8288,95.70799007,4.44,,27.0,,,,offense,backs_receivers,WR,1.0
2397,2011,23.0,Nebraska,1.905,139.70645,5.68,60.96,20.0,228.6,7.98,4.68,offense,offensive_lineman,OG,0.0
2398,2016,20.0,UCLA,1.905,142.4280042,5.06,72.39,29.0,259.08,,4.62,defense,defensive_lineman,DT,1.0
2399,2019,,Texas Tech,1.9304,93.44002822,,93.98,6.0,297.18,7.07,4.26,offense,backs_receivers,WR,0.0
2400,2018,,Purdue,1.9304,136.5313034,5.37,,26.0,243.84,,,defense,defensive_lineman,DT,0.0
2401,2014,22.0,Duke,1.8288,86.63614267,4.56,92.71,10.0,309.88,7.28,4.32,defense,defensive_back,CB,1.0
2402,2017,22.0,Ohio,1.8034,107.9549841,4.65,93.98,,314.96,6.92,4.18,defense,line_backer,ILB,1.0
2403,2014,23.0,West Texas A&M,1.9558,106.594207,4.95,73.66,,274.32,7.25,4.43,offense,backs_receivers,QB,0.0
2404,2010,,Boston Col.,1.8288,109.7693535,4.84,97.79,29.0,289.56,6.85,4.11,defense,line_backer,ILB,0.0
2405,2018,20.0,Alabama,1.905,97.06876718,,86.36,,304.8,,,defense,defensive_back,S,1.0
2406,2011,22.0,Purdue,1.9304,121.1091628,4.67,85.09,31.0,309.88,7.18,4.39,defense,defensive_lineman,DE,1.0
2407,2015,21.0,Arkansas,1.8796,120.6555704,4.93,92.71,28.0,307.34,7.34,4.4,defense,defensive_lineman,DE,1.0
2408,2018,20.0,Auburn,1.8034,96.61517481,,101.6,11.0,320.04,7.07,4.29,offense,backs_receivers,RB,1.0
2409,2016,24.0,Florida,1.9558,113.3980925,4.83,,17.0,,,,offense,backs_receivers,TE,0.0
2410,2016,21.0,Indiana,1.9304,141.0672271,5.32,73.66,,254.0,7.76,4.63,defense,defensive_lineman,DT,0.0
2411,2016,22.0,Clemson,1.778,86.1825503,4.43,,11.0,,,,defense,defensive_back,CB,1.0
2412,2010,,Arizona St.,1.8542,91.17206637,4.52,101.6,19.0,309.88,,4.21,offense,backs_receivers,WR,0.0
2413,2016,,Oregon,1.8034,90.718474,4.83,74.93,,289.56,6.82,4.2,offense,backs_receivers,QB,0.0
2414,2009,21.0,Utah,1.905,97.06876718,4.47,86.36,10.0,302.26,6.92,4.15,defense,defensive_back,CB,1.0
2415,2013,22.0,Oregon,1.7526,88.90410452,4.52,90.17,20.0,309.88,6.87,4.2,offense,backs_receivers,RB,1.0
2416,2011,23.0,Boston Col.,1.9304,110.6765383,4.91,82.55,29.0,284.48,7.32,4.46,defense,line_backer,OLB,0.0
2417,2012,22.0,Appalachian St.,1.905,99.7903214,4.5,86.36,15.0,302.26,7.1,4.23,offense,backs_receivers,WR,1.0
2418,2011,23.0,West Virginia,1.8796,144.695966,5.06,73.66,30.0,269.24,7.56,4.46,defense,defensive_lineman,DT,1.0
2419,2012,23.0,Northwestern,1.8796,109.3157612,4.63,90.17,21.0,297.18,6.73,4.03,offense,backs_receivers,FB,1.0
2420,2016,23.0,Mississippi,1.8542,106.1406146,4.81,,,,,4.52,defense,line_backer,ILB,0.0
2421,2017,23.0,Clemson,1.8542,90.26488163,4.4,74.93,13.0,307.34,7.0,4.32,defense,defensive_back,CB,1.0
2422,2010,23.0,Cincinnati,1.8288,84.82177319,4.61,99.06,,294.64,6.92,4.4,offense,backs_receivers,WR,1.0
2423,2018,,Idaho St.,1.905,144.2423737,5.1,73.66,,264.16,7.95,4.69,offense,offensive_lineman,OG,0.0
2424,2011,21.0,Ohio St.,1.9558,133.3561568,4.95,76.2,,,,,defense,defensive_lineman,DE,1.0
2425,2018,22.0,Wake Forest,1.9304,119.7483857,,,,,,,defense,defensive_lineman,DE,1.0
2426,2019,,North Carolina,1.9812,141.9744118,5.27,77.47,23.0,281.94,8.01,5.0,offense,offensive_lineman,OT,0.0
2427,2016,21.0,Baylor,1.8034,87.99691978,4.42,102.87,17.0,327.66,,,offense,backs_receivers,WR,1.0
2428,2009,23.0,East Carolina,1.9304,116.1196467,4.78,74.93,17.0,287.02,7.28,4.56,offense,backs_receivers,TE,1.0
2429,2013,20.0,Clemson,1.8542,97.06876718,4.57,91.44,15.0,292.1,,4.5,offense,backs_receivers,WR,1.0
2430,2016,22.0,Oklahoma,1.8034,83.91458845,4.5,90.17,19.0,294.64,,,defense,defensive_back,CB,1.0
2431,2012,21.0,Mississippi St.,1.9304,135.1705263,4.77,66.04,30.0,261.62,7.07,4.53,defense,defensive_lineman,DT,1.0
2432,2013,,West Virginia,1.905,140.6136347,5.2,63.5,25.0,248.92,7.6,4.83,offense,offensive_lineman,C,0.0
2433,2009,22.0,Colorado St.,1.778,99.33672903,4.67,86.36,20.0,289.56,,,offense,backs_receivers,RB,1.0
2434,2019,22.0,USC,1.8542,93.89362059,4.53,,16.0,,,,defense,defensive_back,CB,1.0
2435,2015,,Kentucky,1.778,89.81128926,4.63,77.47,19.0,294.64,7.19,4.4,offense,backs_receivers,RB,0.0
2436,2014,,Alabama,1.8796,97.97595192,4.89,68.58,,276.86,,,special_teams,kicking_specialist,P,0.0
2437,2017,20.0,USC,1.8542,97.52235955,4.54,82.55,15.0,304.8,,,offense,backs_receivers,WR,1.0
2438,2015,22.0,Texas A&M,1.7018,88.45051215,4.49,85.09,18.0,302.26,6.84,4.12,offense,backs_receivers,RB,0.0
2439,2015,21.0,Oregon,1.9812,138.7992652,5.01,82.55,25.0,,7.25,4.33,offense,offensive_lineman,OT,1.0
2440,2010,,LSU,1.905,113.8516849,4.75,77.47,,269.24,7.54,4.8,defense,defensive_lineman,DE,0.0
2441,2017,21.0,Ohio St.,1.8288,88.45051215,4.44,93.98,11.0,327.66,6.68,4.18,defense,defensive_back,CB,1.0
2442,2016,22.0,Oklahoma St.,1.9304,123.830717,4.63,90.17,20.0,307.34,7.26,4.5,defense,defensive_lineman,DE,1.0
2443,2017,,Florida,1.905,120.2019781,4.89,67.31,16.0,276.86,7.36,4.46,defense,defensive_lineman,DE,0.0
2444,2013,22.0,Florida St.,1.8542,95.2543977,4.43,102.87,14.0,335.28,,,defense,defensive_back,CB,1.0
2445,2013,22.0,Cornell,1.9304,139.2528576,5.09,74.93,29.0,276.86,7.48,4.69,offense,offensive_lineman,OG,1.0
2446,2018,22.0,Iowa,1.778,87.99691978,4.54,81.28,12.0,,,,offense,backs_receivers,RB,0.0
2447,2009,22.0,USC,1.905,108.8621688,4.58,90.17,23.0,307.34,6.9,4.18,defense,line_backer,OLB,1.0
2448,2015,21.0,Kansas,1.8034,90.26488163,4.62,,14.0,,,,defense,defensive_back,CB,1.0
2449,2013,23.0,Cincinnati,1.9558,115.6660544,4.63,,,,,,offense,backs_receivers,TE,1.0
2450,2015,20.0,Florida St.,1.9558,149.2318897,5.61,,,,,,offense,offensive_lineman,OG,1.0
2451,2018,,Stephen F. Austin,1.9304,128.3666407,4.75,83.82,26.0,287.02,7.36,4.48,defense,defensive_lineman,DE,0.0
2452,2017,21.0,Clemson,1.8288,93.44002822,4.6,83.82,19.0,302.26,6.9,4.2,defense,defensive_back,SS,0.0
2453,2019,23.0,West Virginia,1.8796,98.42954429,4.84,86.36,,284.48,7.09,4.28,offense,backs_receivers,QB,1.0
2454,2014,,BYU,1.8796,134.2633415,5.16,71.12,29.0,256.54,7.78,4.61,defense,defensive_lineman,DT,0.0
2455,2016,22.0,West Virginia,1.778,94.34721296,4.47,85.09,14.0,304.8,6.83,4.28,offense,backs_receivers,RB,1.0
2456,2019,21.0,Oklahoma,1.778,93.89362059,,,,,,,offense,backs_receivers,QB,1.0
2457,2016,23.0,Ohio St.,1.9558,114.7588696,4.81,91.44,,,,,offense,backs_receivers,QB,1.0
2458,2014,22.0,Missouri,1.778,86.1825503,4.44,,15.0,,,,defense,defensive_back,CB,1.0
2459,2011,23.0,Utah,1.9304,138.3456729,5.18,,,,,,offense,offensive_lineman,OG,1.0
2460,2016,22.0,Wisconsin,1.8542,110.6765383,4.76,85.09,22.0,281.94,7.11,4.3,defense,line_backer,OLB,1.0
2461,2017,22.0,Michigan,1.8034,101.1510985,,73.66,22.0,274.32,7.3,4.56,offense,backs_receivers,RB,0.0
2462,2011,23.0,Florida St.,1.905,120.6555704,4.86,82.55,14.0,297.18,7.25,4.51,defense,defensive_lineman,DE,1.0
2463,2017,22.0,Tenn-Chattanooga,1.9304,139.2528576,5.16,67.31,26.0,269.24,7.55,4.73,offense,offensive_lineman,OG,1.0
2464,2012,22.0,North Carolina,1.8542,110.6765383,4.44,85.09,,294.64,,,defense,line_backer,OLB,1.0
2465,2012,23.0,California (PA),1.905,141.9744118,5.12,80.01,22.0,274.32,7.87,4.53,offense,offensive_lineman,OG,0.0
2466,2014,22.0,Coastal Carolina,1.8542,89.81128926,4.5,92.71,15.0,299.72,7.08,4.2,offense,backs_receivers,WR,1.0
2467,2017,22.0,Arkansas,1.9558,114.3052772,4.69,73.66,,294.64,,,offense,backs_receivers,TE,1.0
2468,2012,22.0,Iowa,1.9558,137.4384881,5.08,,,,,,offense,offensive_lineman,OT,0.0
2469,2010,,Kentucky,1.8796,111.583723,4.98,83.82,,274.32,7.37,4.52,defense,line_backer,OLB,0.0
2470,2017,22.0,Arkansas,1.8288,86.1825503,4.74,76.2,10.0,284.48,6.85,4.12,offense,backs_receivers,WR,0.0
2471,2018,23.0,Florida,1.8288,94.34721296,,,16.0,,,,defense,defensive_back,S,1.0
2472,2018,23.0,UCLA,1.8542,107.0477993,4.6,91.44,23.0,297.18,7.38,4.48,defense,line_backer,ILB,1.0
2473,2009,22.0,Weber St.,1.8288,112.4909078,4.87,88.9,22.0,287.02,7.36,4.33,offense,backs_receivers,FB,0.0
2474,2009,24.0,Rice,1.905,111.583723,4.69,91.44,28.0,281.94,7.0,4.48,offense,backs_receivers,FB,1.0
2475,2010,,Louisville,1.8796,97.97595192,4.46,105.41,20.0,312.42,6.45,4.09,offense,backs_receivers,WR,0.0
2476,2012,,Virginia Tech,2.0066,153.3142211,5.75,72.39,22.0,,,,offense,offensive_lineman,OT,0.0
2477,2013,22.0,North Carolina,1.9812,144.2423737,5.27,,,,,,offense,offensive_lineman,OT,1.0
2478,2017,23.0,Clemson,1.905,140.1600423,,,25.0,,,,defense,defensive_lineman,DT,1.0
2479,2017,,Colorado St.,1.8288,96.16158244,,,,,,,special_teams,kicking_specialist,P,0.0
2480,2013,22.0,Purdue,1.7526,90.26488163,4.65,88.9,16.0,289.56,6.99,4.25,defense,defensive_back,CB,0.0
2481,2010,21.0,Oklahoma St.,1.8796,102.0582833,4.52,,,,,,offense,backs_receivers,WR,1.0
2482,2015,21.0,Minnesota,1.8288,111.1301307,4.77,93.98,22.0,302.26,7.21,4.2,defense,line_backer,ILB,1.0
2483,2012,22.0,Penn St.,1.9558,137.4384881,5.01,74.93,26.0,,,,defense,defensive_lineman,DT,1.0
2484,2014,20.0,Mississippi,1.8796,100.2439138,4.4,100.33,13.0,335.28,7.02,4.3,offense,backs_receivers,WR,1.0
2485,2012,23.0,Troy,1.905,138.7992652,5.19,64.77,24.0,259.08,7.7,4.78,offense,offensive_lineman,OG,0.0
2486,2013,23.0,Oklahoma,1.9304,102.0582833,5.11,78.74,,292.1,7.12,4.3,offense,backs_receivers,QB,1.0
2487,2017,21.0,Miami (OH),1.9558,143.3351889,,63.5,23.0,246.38,,,offense,offensive_lineman,OT,0.0
2488,2018,23.0,Mississippi,1.905,145.1495584,5.24,77.47,,251.46,,,offense,offensive_lineman,OT,1.0
2489,2012,22.0,Clemson,1.905,115.6660544,4.85,81.28,27.0,279.4,7.12,4.37,offense,backs_receivers,TE,1.0
2490,2010,20.0,Alabama,1.905,115.212462,4.68,,24.0,,,,defense,line_backer,ILB,1.0
2491,2017,21.0,Georgia,1.7018,78.47148001,4.42,91.44,11.0,312.42,6.64,4.15,offense,backs_receivers,WR,1.0
2492,2016,22.0,West Virginia,1.8796,110.2229459,4.73,81.28,19.0,304.8,7.16,4.22,defense,line_backer,ILB,1.0
2493,2016,22.0,Memphis,2.0066,110.6765383,4.86,91.44,,299.72,7.14,4.26,offense,backs_receivers,QB,1.0
2494,2011,21.0,Cincinnati,1.905,94.80080533,4.5,80.01,13.0,299.72,6.86,4.31,offense,backs_receivers,WR,0.0
2495,2015,23.0,Oregon,1.778,81.6466266,4.55,82.55,,304.8,6.81,4.21,defense,defensive_back,CB,0.0
2496,2014,22.0,Auburn,1.8796,114.3052772,,,,,,,defense,defensive_lineman,DE,1.0
2497,2010,23.0,Marshall,1.8542,112.0373154,4.75,92.71,26.0,302.26,7.24,4.21,defense,line_backer,ILB,0.0
2498,2013,22.0,Alabama,1.8796,112.4909078,4.73,,,,,,defense,line_backer,ILB,1.0
2499,2018,22.0,North Carolina St.,1.8796,140.1600423,5.09,73.66,24.0,264.16,7.82,4.74,defense,defensive_lineman,DT,1.0
2500,2019,22.0,Oklahoma,1.9304,149.2318897,5.21,72.39,19.0,264.16,8.27,4.87,offense,offensive_lineman,OT,1.0
2501,2012,22.0,Miami (FL),1.778,78.01788764,4.31,96.52,14.0,302.26,,,offense,backs_receivers,WR,1.0
2502,2015,23.0,Colorado St.,1.8796,96.61517481,4.75,,,,,,offense,backs_receivers,QB,1.0
2503,2013,23.0,Ohio St.,1.905,114.3052772,4.65,87.63,18.0,294.64,7.12,4.27,offense,backs_receivers,TE,0.0
2504,2017,23.0,Michigan,1.905,92.53284348,4.47,90.17,10.0,335.28,6.7,4.09,offense,backs_receivers,WR,1.0
2505,2015,23.0,Iowa St.,1.8796,117.0268315,4.88,,20.0,,,,offense,backs_receivers,TE,0.0
2506,2011,21.0,Notre Dame,1.7272,90.26488163,4.59,,23.0,,,,offense,backs_receivers,RB,0.0
2507,2013,24.0,Harding,1.8796,112.9445001,4.64,93.98,28.0,309.88,6.98,4.4,defense,line_backer,OLB,1.0
2508,2010,23.0,Kansas,1.8796,101.6046909,4.62,88.9,13.0,292.1,,4.23,offense,backs_receivers,WR,1.0
2509,2018,20.0,North Carolina St.,1.8796,127.0058636,4.87,,28.0,,,,defense,defensive_lineman,DE,1.0
2510,2018,,Arkansas,1.8288,95.2543977,4.81,74.93,,284.48,7.18,4.48,offense,backs_receivers,QB,0.0
2511,2013,22.0,Wisconsin,1.778,97.06876718,4.66,81.28,15.0,299.72,6.88,4.4,offense,backs_receivers,RB,1.0
2512,2015,23.0,New Mexico,1.8542,101.6046909,4.5,105.41,25.0,322.58,6.82,4.27,offense,backs_receivers,RB,1.0
2513,2017,21.0,West Virginia,1.8796,94.80080533,4.59,85.09,16.0,304.8,6.97,4.26,defense,defensive_back,CB,1.0
2514,2009,21.0,LSU,1.8288,109.7693535,4.63,67.31,23.0,279.4,7.39,4.5,defense,line_backer,ILB,0.0
2515,2010,20.0,Florida,1.8796,111.1301307,4.64,,,,,,offense,backs_receivers,TE,1.0
2516,2013,21.0,Florida,1.8542,93.89362059,4.58,87.63,,312.42,6.64,4.1,defense,defensive_back,FS,1.0
2517,2009,,Colorado,1.9304,149.2318897,5.12,71.12,27.0,276.86,7.89,4.97,defense,defensive_lineman,DT,0.0
2518,2014,22.0,Iowa St.,1.8034,106.1406146,4.91,83.82,28.0,294.64,,,defense,line_backer,ILB,1.0
2519,2019,,Buffalo,1.8796,94.80080533,,82.55,18.0,309.88,7.12,,offense,backs_receivers,WR,0.0
2520,2015,,Mississippi St.,1.8542,86.63614267,4.36,96.52,15.0,327.66,7.05,4.07,defense,defensive_back,CB,0.0
2521,2011,22.0,Ohio St.,1.8288,86.63614267,4.38,87.63,,320.04,,,defense,defensive_back,CB,1.0
2522,2019,23.0,Texas St.,1.8796,113.3980925,4.75,83.82,17.0,297.18,7.27,4.51,offense,backs_receivers,TE,0.0
2523,2016,22.0,Arkansas,1.8034,99.7903214,4.56,,16.0,,,,offense,backs_receivers,RB,1.0
2524,2011,,Texas Tech,1.8796,136.9848957,5.27,77.47,25.0,266.7,7.73,4.75,defense,defensive_lineman,DT,0.0
2525,2019,,Alabama St.,1.9558,146.0567431,5.05,74.93,21.0,261.62,8.34,4.87,offense,offensive_lineman,OT,0.0
2526,2012,23.0,North Carolina,1.905,104.3262451,4.51,83.82,14.0,276.86,,,offense,backs_receivers,WR,0.0
2527,2018,23.0,Tulane,1.9812,118.8412009,4.6,97.79,18.0,325.12,7.53,4.48,defense,defensive_lineman,DE,1.0
2528,2018,23.0,Washington St.,1.9304,97.52235955,,67.31,,261.62,,,offense,backs_receivers,QB,1.0
2529,2013,,Auburn,1.905,117.0268315,4.94,77.47,21.0,284.48,7.15,4.35,offense,backs_receivers,TE,0.0
2530,2017,22.0,Arkansas,1.8796,108.8621688,4.79,74.93,18.0,292.1,6.8,4.25,defense,line_backer,ILB,0.0
2531,2012,22.0,Iowa St.,1.9558,151.0462592,5.22,67.31,32.0,264.16,7.91,4.87,offense,offensive_lineman,OT,1.0
2532,2012,22.0,Oregon,1.8034,79.37866475,4.61,91.44,14.0,299.72,6.79,4.19,defense,defensive_back,CB,0.0
2533,2010,,Minnesota,1.8796,112.0373154,4.88,86.36,17.0,274.32,7.27,4.4,defense,line_backer,ILB,0.0
2534,2018,22.0,Ohio St.,1.9558,122.4699399,,88.9,,294.64,6.84,4.32,defense,defensive_lineman,DE,1.0
2535,2009,22.0,Wisconsin,1.905,110.2229459,4.61,,28.0,,,,offense,backs_receivers,TE,1.0
2536,2011,22.0,Michigan,1.8542,108.4085764,4.84,80.01,,292.1,7.08,4.34,defense,line_backer,OLB,1.0
